InvoiceNo,Quantity,UnitPrice,CustomerID,TotalPrice,Year,Month,Day,Weekday,Cluster
2912,82,483.3487032793177,1097,39634.59366890405,2012,4,10,0,3
2864,3,64.0078457335716,1004,192.0235372007148,2011,2,19,3,3
1296,37,23.15046238341785,1022,856.5671081864602,2011,8,9,1,3
3409,97,155.51246064387533,1068,15084.708682455906,2010,7,28,4,3
8630,24,294.5017900373096,1009,7068.042960895431,2010,7,24,5,3
2461,72,474.28186150716346,1067,34148.29402851577,2012,10,4,0,3
5292,35,350.24390169719203,1011,12258.53655940172,2010,3,16,3,3
3268,2,138.90013148118322,1009,277.80026296236645,2011,12,1,1,3
1994,33,469.589951100337,1059,15496.46838631112,2012,11,10,4,3
7554,76,18.98449655733522,1029,1442.8217383574768,2012,5,16,0,3
1007,86,489.5479496261296,1023,42101.12366784714,2010,1,21,1,3
3515,77,30.26170971239805,1068,2330.15164785465,2012,10,27,0,3
2417,10,377.1711365555258,1012,3771.7113655552585,2012,11,23,0,3
3316,81,23.603472047553005,1099,1911.8812358517932,2012,4,21,6,3
8358,62,465.84915974188505,1008,28882.647903996876,2011,4,27,2,3
4932,43,55.224282468838425,1017,2374.644146160052,2012,1,5,6,3
7204,69,26.18902750054041,1034,1807.042897537288,2011,12,21,3,3
2287,59,444.7433122576488,1094,26239.85542320128,2012,7,3,2,3
2118,9,48.80114807489488,1087,439.21033267405386,2010,5,22,0,3
9744,77,399.1677140992617,1003,30735.91398564315,2010,1,27,1,3
8637,60,373.7702855875479,1040,22426.217135252875,2012,5,4,3,3
1660,63,299.8401412056948,1025,18889.92889595877,2010,8,10,1,3
9907,52,189.603397389434,1043,9859.376664250569,2011,10,2,6,3
7922,23,457.8746942668615,1041,10531.117968137814,2012,8,20,1,3
9104,30,435.6695466781941,1009,13070.086400345825,2011,2,22,5,3
7337,43,213.69730836729,1072,9188.984259793468,2012,1,6,4,3
3529,68,116.63075320100944,1000,7930.891217668642,2011,2,14,0,3
4970,21,137.01326303978882,1053,2877.278523835565,2010,6,27,1,3
4407,43,110.9414651039144,1015,4770.48299946832,2011,5,25,0,3
8416,73,271.0847294175115,1045,19789.185247478337,2011,4,24,2,3
5760,7,434.4008754565785,1012,3040.806128196049,2010,8,5,6,3
2897,16,387.03237163188703,1063,6192.5179461101925,2010,5,26,5,3
7364,23,397.9597195127741,1077,9153.073548793804,2012,4,19,5,3
9464,58,224.69595735812305,1086,13032.365526771137,2012,11,20,2,3
5087,87,161.89997106739168,1054,14085.297482863076,2011,8,21,1,3
5374,31,378.9205295818212,1062,11746.536417036456,2012,12,15,5,3
8607,69,396.85583965138926,1017,27383.05293594586,2011,1,17,0,3
5019,6,347.9814995338721,1060,2087.888997203233,2012,9,12,4,3
1815,65,17.021454148591953,1091,1106.394519658477,2010,2,25,3,3
8255,59,295.25265934617346,1019,17419.906901424234,2010,8,13,6,3
1922,28,174.17586879469442,1064,4876.924326251444,2010,9,20,2,3
5867,18,98.90018176425716,1063,1780.203271756629,2010,10,24,6,3
2264,88,347.50323640780704,1075,30580.284803887014,2011,8,21,6,3
4724,77,134.99454170735285,1090,10394.57971146617,2010,9,16,2,3
3722,97,456.507738318972,1063,44281.25061694029,2010,4,15,4,3
6355,10,149.74145780783425,1012,1497.4145780783424,2010,11,11,1,3
3550,7,278.03511922217814,1067,1946.245834555247,2010,2,5,2,3
6319,37,414.0533196621652,1088,15319.97282750011,2012,3,28,2,3
7686,96,201.6570506756643,1069,19359.076864863768,2011,8,18,3,3
2673,45,414.5003216612725,1056,18652.51447475726,2011,5,24,4,3
5587,86,362.1245023368626,1044,31142.70720097018,2012,11,28,4,3
6353,16,460.5121105884942,1085,7368.193769415907,2012,4,13,0,3
7857,88,163.59144673229292,1037,14396.047312441777,2011,3,11,4,3
2666,14,53.409004325286006,1053,747.7260605540041,2011,11,10,5,3
5511,11,215.74439946728327,1035,2373.188394140116,2012,3,15,3,3
7172,83,393.1209211253799,1066,32629.03645340653,2010,10,7,5,3
2384,87,225.76712158163755,1078,19641.739577602464,2011,10,12,4,3
5403,34,131.73197716634226,1010,4478.887223655637,2012,7,18,0,3
4954,60,14.773985608934376,1097,886.4391365360626,2010,11,27,3,3
7305,13,157.19887767495783,1026,2043.585409774452,2010,12,6,2,3
9252,39,356.9771744704058,1086,13922.109804345828,2012,8,9,1,3
8238,44,74.65926435714154,1016,3285.0076317142275,2011,5,16,2,3
7981,28,171.0988107733118,1086,4790.76670165273,2011,8,8,0,3
7026,40,11.095499390851014,1097,443.8199756340406,2010,9,26,3,3
7609,16,361.1557466097696,1084,5778.491945756314,2012,4,12,2,3
9664,50,440.46084047853645,1032,22023.042023926824,2010,2,19,0,3
1958,28,284.69563052632907,1004,7971.477654737214,2010,5,23,5,3
9724,68,13.910180840422871,1080,945.8922971487552,2010,2,16,6,3
1493,92,109.59503096221702,1061,10082.742848523969,2012,10,4,2,3
8042,60,219.79609851216915,1064,13187.76591073015,2011,2,27,6,3
1081,12,294.2030290601813,1070,3530.436348722176,2010,6,20,1,3
7999,16,248.6418948927651,1066,3978.2703182842415,2011,10,16,5,3
3970,53,458.0171571592245,1089,24274.90932943889,2011,11,7,2,3
1011,54,469.3795218843512,1079,25346.49418175496,2012,10,27,2,3
8824,49,54.46907880704361,1079,2668.984861545137,2011,1,13,2,3
1761,36,70.05704822546198,1043,2522.053736116632,2011,2,23,0,3
4185,62,179.66940120396663,1013,11139.50287464593,2010,5,12,3,3
1025,84,211.1962060683967,1089,17740.481309745323,2012,10,27,4,3
2806,26,293.44727963790166,1090,7629.629270585443,2012,5,1,0,3
7651,56,386.8067151440407,1056,21661.17604806628,2010,10,11,5,3
6664,90,68.74808507530953,1047,6187.327656777858,2010,12,17,6,3
6154,22,401.51720834269264,1016,8833.378583539237,2011,3,6,4,3
6824,73,305.4041284241817,1043,22294.501374965264,2011,5,2,6,3
4659,69,490.4613459367058,1003,33841.8328696327,2012,9,3,5,3
2525,81,325.9326713631836,1080,26400.546380417876,2012,2,2,4,3
1760,49,358.3296608656181,1096,17558.153382415287,2011,6,18,2,3
1594,98,98.40922433468258,1029,9644.103984798892,2010,8,24,5,3
8192,2,384.6621157241591,1084,769.3242314483182,2012,3,24,1,3
2055,53,40.55382266390367,1080,2149.3526011868944,2010,2,13,4,3
4083,7,328.60868765790485,1074,2300.260813605334,2011,11,22,5,3
4675,77,28.73088151550198,1054,2212.2778766936526,2012,1,19,5,3
6957,20,58.497684833488805,1029,1169.953696669776,2012,1,21,4,3
6255,94,54.8252708839788,1017,5153.575463094007,2011,11,7,2,3
5228,30,27.18954834645559,1083,815.6864503936678,2011,4,21,1,3
5181,75,161.2483195560023,1097,12093.623966700172,2010,12,16,6,3
2830,95,497.1818764933655,1091,47232.278266869725,2010,6,23,2,3
4395,67,174.7644588623066,1072,11709.218743774543,2011,7,16,6,3
2203,59,380.6271807559363,1043,22457.00366460024,2011,8,10,4,3
3810,66,67.02619091269317,1061,4423.728600237749,2011,8,7,5,3
4092,3,227.7910490524619,1030,683.3731471573857,2012,10,20,0,3
4044,56,93.3728019468812,1015,5228.876909025348,2011,1,16,6,3
7071,79,96.85648787650882,1094,7651.662542244197,2012,12,10,5,3
8272,17,50.74532825044494,1092,862.670580257564,2011,8,14,6,3
5673,52,216.59003236093807,1076,11262.681682768782,2012,12,26,6,3
4514,7,38.69192545358604,1022,270.8434781751023,2010,10,22,4,3
7192,5,454.9958668214748,1013,2274.979334107374,2010,1,9,0,3
1144,98,224.50226046440525,1001,22001.22152551171,2012,3,4,3,3
8507,97,419.4445045775028,1011,40686.11694401777,2010,12,26,1,3
5857,54,489.75276040305056,1057,26446.64906176473,2010,5,12,5,3
2377,61,339.2118102312996,1091,20691.920424109278,2012,11,17,6,3
4146,16,450.8538678099525,1095,7213.66188495924,2011,10,8,6,3
6024,67,68.54839273099819,1055,4592.742312976879,2011,10,4,3,3
1793,59,415.1668292853555,1023,24494.842927835976,2012,12,8,2,3
6756,47,136.33744927177796,1036,6407.860115773564,2010,8,27,4,3
5414,48,236.8264213822383,1028,11367.668226347438,2011,8,9,3,3
2110,64,323.6447418980718,1041,20713.263481476595,2011,6,12,1,3
6672,50,451.8682526750717,1017,22593.412633753585,2010,4,28,0,3
5053,85,455.5859066639412,1002,38724.80206643501,2012,4,16,0,3
4937,41,46.95908619378065,1076,1925.3225339450064,2012,8,8,2,3
4963,72,182.91318892170813,1012,13169.749602362985,2011,11,15,6,3
5942,22,396.79442813542414,1028,8729.477418979332,2012,3,17,2,3
6897,54,351.87528772688046,1065,19001.265537251544,2010,8,13,4,3
9974,5,14.149870065393175,1058,70.74935032696588,2012,4,14,6,3
2116,17,225.4948131234179,1091,3833.411823098104,2012,10,28,3,3
2750,78,414.7972944666852,1047,32354.18896840145,2012,9,15,4,3
5027,41,369.1045342295526,1003,15133.285903411655,2012,12,28,0,3
6745,92,206.513046373829,1050,18999.20026639227,2010,2,9,0,3
6064,95,367.845400051031,1004,34945.31300484794,2012,10,21,5,3
6938,81,276.05414385916663,1038,22360.385652592497,2011,1,24,3,3
4397,35,456.40187003607497,1040,15974.065451262624,2012,4,12,4,3
9265,40,293.97646002587135,1004,11759.058401034854,2011,9,22,6,3
2359,22,200.96635521838968,1007,4421.259814804573,2010,12,23,2,3
5853,48,431.597391659549,1097,20716.67479965835,2012,7,19,3,3
2941,53,25.88455231101381,1055,1371.881272483732,2011,9,25,5,3
4148,93,450.3548111751009,1024,41882.99743928438,2012,9,9,2,3
8933,10,348.4770604343949,1090,3484.770604343949,2012,10,26,6,3
2285,18,470.36232435161486,1051,8466.521838329067,2011,9,13,3,3
7474,99,126.0019296943522,1051,12474.191039740868,2010,9,18,2,3
1770,80,347.7657609552908,1006,27821.26087642326,2010,7,4,1,3
2843,49,404.9221701860913,1060,19841.186339118474,2010,8,20,0,3
1073,71,351.3491873131525,1099,24945.792299233828,2010,12,1,5,3
2660,30,105.95651744234328,1095,3178.695523270298,2010,2,20,3,3
5349,19,138.51919446834896,1084,2631.86469489863,2010,9,3,5,3
8102,55,283.80443187788416,1046,15609.243753283628,2012,2,27,6,3
9000,60,223.928550742694,1081,13435.71304456164,2012,8,11,6,3
4818,87,367.8234770198477,1065,32000.642500726743,2011,2,2,1,3
1331,72,189.9596690416939,1058,13677.09617100196,2010,11,6,3,3
2421,81,429.8807804080016,1004,34820.34321304812,2010,12,3,0,3
8512,21,216.52828211333835,1043,4547.093924380105,2010,8,10,5,3
7890,26,20.98059907668141,1041,545.4955759937167,2011,3,25,0,3
5931,28,9.664673866587908,1060,270.61086826446143,2012,2,9,2,3
7025,39,323.7245504561893,1062,12625.257467791384,2012,6,14,5,3
5408,33,270.7360060226311,1049,8934.288198746826,2010,6,16,0,3
6113,40,271.82957703478803,1037,10873.183081391522,2012,1,27,5,3
9419,83,395.2144989981943,1091,32802.803416850125,2012,7,24,5,3
3881,29,188.48439708522008,1094,5466.047515471382,2012,12,24,6,3
3865,20,497.7280517998973,1053,9954.561035997947,2010,12,18,0,3
3575,20,472.8195202043162,1043,9456.390404086324,2012,11,27,0,3
7185,74,7.467921811754531,1023,552.6262140698353,2012,12,22,4,3
9656,12,447.97564133117936,1062,5375.707695974153,2011,1,4,4,3
6741,97,340.5942755346835,1096,33037.6447268643,2010,4,26,0,3
1277,25,251.5430780712014,1038,6288.5769517800345,2012,6,18,6,3
1065,25,291.7909895729272,1011,7294.774739323179,2010,8,2,5,3
5262,4,421.0868242688964,1062,1684.3472970755854,2012,11,10,6,3
6704,4,475.5676586444389,1008,1902.2706345777556,2010,11,12,5,3
9594,9,280.6064787434848,1078,2525.458308691363,2012,8,7,4,3
8989,15,91.46443214710636,1086,1371.9664822065954,2012,10,27,6,3
7255,26,320.23723792731016,1021,8326.168186110064,2011,7,16,3,3
8441,79,39.03326522590175,1035,3083.6279528462383,2010,11,17,5,3
5692,90,317.934229680599,1073,28614.08067125391,2012,5,14,1,3
5419,92,404.4972894609099,1027,37213.75063040371,2011,6,24,1,3
8960,71,177.3123868064576,1055,12589.17946325849,2011,8,21,4,3
7078,32,36.52102770333167,1098,1168.6728865066134,2010,3,26,6,3
2437,76,346.4208380780402,1028,26327.98369393105,2010,6,24,1,3
9620,99,170.32504633412097,1004,16862.179587077975,2011,4,18,4,3
8032,52,125.29922928839528,1003,6515.559922996554,2010,3,1,2,3
6731,32,344.90169771267773,1050,11036.854326805687,2010,3,2,5,3
4378,9,484.8236479854886,1014,4363.412831869397,2010,4,14,0,3
9584,78,372.915866335443,1093,29087.43757416456,2012,6,6,1,3
7347,13,246.1836702391284,1059,3200.387713108669,2010,11,15,0,3
7401,56,300.6548504896499,1025,16836.671627420394,2010,1,4,6,3
7629,44,71.99717543420864,1022,3167.8757191051805,2011,2,24,1,3
5541,97,406.7934295557212,1028,39458.96266690496,2011,4,28,3,3
8876,96,302.54321029509805,1085,29044.14818832941,2011,12,25,3,3
9533,83,482.9493686010106,1098,40084.79759388388,2010,10,9,4,3
9324,30,489.762200776684,1056,14692.86602330052,2010,9,15,0,3
1264,16,177.93875952776114,1061,2847.020152444178,2011,8,5,4,3
2434,12,494.2844218208228,1058,5931.413061849873,2011,10,6,2,3
6327,74,478.45993052319255,1047,35406.03485871625,2012,8,11,4,3
6097,66,320.2761499387629,1081,21138.225895958352,2012,11,13,5,3
2660,18,167.39874980111898,1034,3013.177496420142,2012,7,12,6,3
6692,13,376.9167701531368,1045,4899.918011990778,2010,12,27,5,3
3354,93,136.3473784467118,1032,12680.306195544195,2010,6,7,4,3
9457,24,315.29210444061573,1070,7567.0105065747775,2011,7,28,4,3
7461,12,13.26622528598245,1097,159.1947034317894,2012,6,20,1,3
8044,60,314.66281547554263,1009,18879.76892853256,2010,3,12,1,3
6497,60,475.8525340820473,1087,28551.15204492284,2012,12,10,2,3
5549,93,118.33637831040362,1088,11005.283182867535,2012,6,3,0,3
7334,86,389.311563871173,1047,33480.794492920875,2010,12,2,3,3
7010,1,147.4183514078852,1043,147.4183514078852,2012,7,26,6,3
5926,43,354.2170246155921,1090,15231.33205847046,2011,6,20,0,3
7065,55,350.2862125668892,1069,19265.741691178904,2011,11,25,3,3
3179,40,93.18413310354876,1062,3727.365324141951,2010,2,21,1,3
5967,64,298.96682730008894,1048,19133.87694720569,2012,6,1,6,3
1634,34,429.7253076034637,1071,14610.660458517768,2011,2,28,4,3
4631,34,191.88400165034105,1084,6524.056056111595,2012,1,21,5,3
5677,48,355.42819872310736,1040,17060.55353870915,2011,10,6,2,3
3218,33,337.5405875820387,1082,11138.839390207277,2011,10,13,6,3
2389,68,129.49948689850123,1097,8805.965109098084,2012,10,28,2,3
5276,30,459.403136333066,1038,13782.09408999198,2010,5,10,5,3
2249,84,282.1925299740202,1022,23704.172517817697,2010,4,13,2,3
8640,90,178.29103574595655,1012,16046.19321713609,2010,9,22,0,3
6712,79,83.01482947551592,1052,6558.171528565758,2012,9,5,1,3
2245,71,237.2557178574647,1091,16845.155967879993,2012,9,8,6,3
9245,71,365.32660551294833,1069,25938.18899141933,2012,3,21,1,3
1442,29,312.196494615723,1056,9053.698343855967,2010,10,11,4,3
7976,23,363.79922721682885,1075,8367.382225987063,2012,12,26,6,3
5675,34,396.08861539789166,1066,13467.012923528317,2010,12,19,5,3
8953,84,221.06137847823052,1047,18569.155792171365,2011,3,19,5,3
5377,15,260.5629258281219,1019,3908.443887421828,2010,3,4,0,3
8058,97,493.2246336788644,1061,47842.78946684985,2010,11,10,4,3
1822,53,484.0576465146119,1044,25655.05526527443,2010,10,24,3,3
3939,17,207.9937452546707,1062,3535.8936693294017,2012,5,9,1,3
8096,64,342.90458257904106,1007,21945.893285058628,2010,6,7,2,3
6765,84,134.52749898559856,1025,11300.30991479028,2011,6,18,6,3
2031,61,77.19607527218855,1037,4708.960591603502,2011,3,9,5,3
1562,57,384.43221008924303,1091,21912.63597508685,2011,12,6,4,3
1340,77,218.6538047395941,1098,16836.342964948748,2011,2,6,3,3
5567,88,89.34934902135946,1040,7862.742713879632,2011,6,13,2,3
8862,37,379.665113836753,1001,14047.609211959862,2011,4,22,2,3
3296,7,457.67000953721765,1006,3203.690066760524,2010,9,17,4,3
1234,8,466.7034767284108,1024,3733.627813827286,2012,2,15,4,3
6202,87,298.5705205228472,1050,25975.635285487704,2012,4,9,4,3
2291,78,240.3409233584619,1049,18746.59202196003,2011,11,6,1,3
5727,68,71.79142649474099,1095,4881.817001642387,2010,11,23,5,3
9720,21,396.6021123237955,1063,8328.644358799706,2011,2,17,5,3
3939,61,472.71625289804456,1011,28835.69142678072,2011,5,5,0,3
6435,74,444.84074639508094,1052,32918.21523323599,2011,3,3,5,3
7981,86,376.13994376439774,1074,32348.035163738205,2011,4,25,4,3
6392,94,3.279862432797247,1009,308.30706868294124,2012,9,16,5,3
8972,94,204.467686429063,1060,19219.962524331924,2012,10,2,1,3
2233,80,205.94637167920212,1054,16475.70973433617,2010,11,20,6,3
3800,75,447.2897482469062,1098,33546.731118517964,2010,5,3,0,3
3775,86,33.75970774260512,1067,2903.33486586404,2011,9,9,6,3
7044,29,266.08006935708136,1041,7716.32201135536,2012,5,19,3,3
4487,25,68.93106755963147,1065,1723.2766889907869,2011,10,14,0,3
8383,58,331.4846632187202,1043,19226.11046668577,2012,9,14,1,3
4850,14,396.3354886009123,1027,5548.696840412772,2012,8,17,1,3
5997,78,321.337646773844,1077,25064.336448359834,2010,1,8,5,3
1890,66,397.4979853692923,1057,26234.86703437329,2010,3,17,0,3
6920,54,304.1406525682083,1092,16423.595238683247,2012,5,27,0,3
2188,77,95.72971612696335,1001,7371.188141776178,2010,12,17,5,3
6644,67,191.94909573268492,1054,12860.589414089893,2011,3,7,6,3
1740,30,478.4775392824303,1033,14354.326178472907,2012,10,9,1,3
2369,18,144.79928147622533,1096,2606.387066572056,2012,1,4,1,3
3000,54,32.36832974741165,1019,1747.8898063602292,2012,11,10,3,3
2471,21,193.03015747288077,1046,4053.633306930496,2011,2,4,1,3
2536,53,183.78725230321317,1093,9740.724372070295,2012,2,21,1,3
1318,83,235.68409905047648,1025,19561.780221189547,2010,4,5,2,3
6153,16,280.59140761852507,1083,4489.462521896401,2011,6,2,2,3
2894,28,496.2192099870376,1000,13894.137879637054,2012,2,15,2,3
8991,4,378.36073715082256,1064,1513.4429486032902,2011,6,28,4,3
9592,55,18.909491364597447,1088,1040.0220250528596,2011,11,25,5,3
6935,15,356.6434517750498,1096,5349.651776625748,2010,1,26,4,3
1723,64,412.29164245746745,1086,26386.66511727792,2010,8,25,1,3
3329,65,447.9197387033088,1074,29114.78301571507,2010,3,9,2,3
3770,16,212.57904534829825,1014,3401.264725572772,2012,8,9,5,3
8545,20,157.4991584848189,1013,3149.9831696963784,2012,3,1,3,3
5846,64,419.82307156889584,1054,26868.67658040933,2010,1,24,3,3
1267,33,389.0300892699108,1000,12837.992945907055,2010,4,24,6,3
1569,81,268.485182532947,1032,21747.29978516871,2012,3,12,3,3
2973,69,59.82350942316095,1069,4127.822150198105,2010,8,13,1,3
9737,69,326.2289081949824,1055,22509.794665453785,2011,1,20,5,3
3822,58,33.76811565000422,1022,1958.5507077002449,2011,9,13,2,3
5460,39,51.083035540393446,1053,1992.2383860753444,2011,11,14,1,3
1270,77,166.2389792236905,1089,12800.40140022417,2012,9,10,6,3
8641,36,186.21657293716316,1002,6703.796625737873,2010,6,17,6,3
9930,94,231.52504540624977,1045,21763.35426818748,2011,5,17,1,3
7680,68,170.23233665015562,1005,11575.79889221058,2012,11,14,3,3
2257,87,17.86028956182513,1024,1553.8451918787864,2010,12,17,2,3
9250,21,79.55042652844108,1016,1670.5589570972627,2010,5,19,4,3
6370,63,58.44087095018512,1027,3681.774869861663,2011,12,26,0,3
5858,85,216.16061568441376,1031,18373.65233317517,2010,6,3,1,3
9581,6,106.8523346636506,1092,641.1140079819037,2010,7,4,2,3
9910,24,147.47910115458842,1022,3539.498427710122,2011,8,11,0,3
7999,53,236.3121642189984,1015,12524.544703606914,2011,3,16,0,3
1120,95,118.54536804545349,1095,11261.80996431808,2010,10,13,6,3
7908,83,123.7186230886436,1025,10268.645716357418,2012,1,18,4,3
3303,76,416.73894451589774,1032,31672.15978320823,2012,5,11,4,3
5861,78,274.4953471622641,1057,21410.6370786566,2011,11,11,1,3
3911,50,428.5229663384184,1047,21426.14831692092,2010,1,9,1,3
9991,12,257.748431694386,1082,3092.981180332632,2011,2,26,2,3
8236,56,454.7228519792375,1054,25464.4797108373,2012,12,25,6,3
6565,15,128.11629367500777,1040,1921.7444051251168,2012,8,26,4,3
7531,83,308.71834669015334,1061,25623.622775282725,2010,3,23,5,3
2109,92,252.11265515308557,1016,23194.36427408387,2011,11,2,6,3
7929,40,459.4267724149133,1058,18377.07089659653,2011,10,3,4,3
2250,41,209.82130935080824,1013,8602.673683383138,2012,4,14,5,3
9177,69,427.5570828200172,1081,29501.438714581185,2011,11,16,2,3
2649,69,282.38812125232613,1020,19484.7803664105,2011,6,8,5,3
8351,6,354.5629329783882,1062,2127.377597870329,2011,8,25,4,3
6911,87,443.5596534666586,1045,38589.689851599294,2010,1,16,3,3
3956,67,498.4563009376928,1054,33396.57216282542,2012,2,4,0,3
6828,33,365.838639765212,1061,12072.675112251996,2011,11,9,3,3
5994,43,157.94645450597358,1038,6791.697543756864,2010,6,4,0,3
7436,21,150.20698465276274,1041,3154.346677708017,2011,8,13,5,3
9676,84,155.24280862109012,1047,13040.39592417157,2011,12,2,2,3
8614,65,49.856251829449626,1027,3240.656368914226,2012,8,23,2,3
9994,17,27.745847072505807,1083,471.6794002325987,2010,3,25,0,3
2715,93,290.84059528552507,1005,27048.175361553836,2011,4,18,0,3
9150,8,405.4836750836245,1058,3243.869400668996,2012,10,24,0,3
4483,64,19.03113536786473,1089,1217.992663543343,2010,4,22,0,3
8675,90,283.7505139144984,1069,25537.54625230485,2011,4,25,1,3
2757,28,186.5087994901918,1038,5222.24638572537,2012,2,5,4,3
2809,98,446.35011607625165,1056,43742.311375472666,2011,6,17,4,3
6539,90,73.54807751156223,1053,6619.3269760406,2011,8,21,2,3
7048,13,282.1525704997633,1059,3667.9834164969234,2010,9,10,1,3
2151,13,485.4894327904015,1089,6311.362626275219,2012,1,23,0,3
6492,38,173.17145026606627,1016,6580.515110110518,2010,1,27,1,3
7711,25,371.14667873545926,1039,9278.666968386482,2011,9,23,0,3
7302,62,441.3431263650026,1065,27363.273834630163,2012,11,4,5,3
5747,23,93.91907067339264,1084,2160.138625488031,2011,4,26,4,3
9402,86,496.27106295074,1053,42679.31141376364,2011,11,6,0,3
5681,21,404.8839458544761,1070,8502.562862943998,2011,7,22,5,3
3507,54,69.64456479815725,1043,3760.8064991004912,2012,2,27,4,3
3963,63,156.13146555690398,1083,9836.28233008495,2011,10,26,0,3
4428,30,312.86004914031446,1066,9385.801474209436,2012,1,10,5,3
8494,75,442.57396353959183,1056,33193.04726546939,2011,11,17,6,3
4955,68,98.22292577354644,1035,6679.158952601158,2010,7,5,2,3
4705,97,365.8715856902021,1056,35489.5438119496,2012,6,7,4,3
5038,76,136.05335859579236,1042,10340.05525328022,2011,3,5,5,3
1713,73,402.9028088632047,1043,29411.90504701394,2010,10,8,2,3
8260,32,342.0375716102416,1061,10945.202291527732,2012,4,1,1,3
8011,75,261.93160829963506,1082,19644.87062247263,2010,1,25,6,3
9879,24,325.283115242091,1060,7806.794765810184,2011,7,2,0,3
9521,7,438.3461775213748,1093,3068.423242649624,2010,9,16,1,3
2746,72,193.82650406339536,1010,13955.508292564466,2011,1,8,0,3
2207,97,384.8558398978583,1076,37331.016470092254,2011,2,21,4,3
1784,89,80.29381200287274,1032,7146.149268255674,2012,2,26,0,3
3696,1,350.89159715550886,1065,350.89159715550886,2011,6,15,5,3
8073,3,375.5780238733836,1022,1126.7340716201506,2011,5,23,3,3
6036,28,222.0558506804732,1048,6217.563819053248,2012,6,11,3,3
8127,43,397.01743054448906,1019,17071.74951341303,2012,1,16,3,3
4718,97,278.9945795730606,1093,27062.47421858688,2011,6,27,2,3
6775,46,468.2009244370634,1014,21537.24252410492,2011,11,7,3,3
8910,1,57.120751544720896,1065,57.120751544720896,2012,6,17,0,3
3693,38,66.27989170632571,1029,2518.635884840377,2012,7,24,1,3
1625,91,421.3712935802332,1088,38344.78771580122,2010,12,3,2,3
4708,35,421.3382760086097,1003,14746.83966030134,2010,2,15,4,3
7859,74,236.14115085292107,1063,17474.44516311616,2010,6,4,6,3
9953,76,482.0171427262431,1064,36633.30284719448,2012,9,3,2,3
8692,74,340.01526999472486,1007,25161.12997960964,2012,9,11,5,3
7398,54,491.4437701342689,1051,26537.96358725052,2012,2,2,5,3
8252,98,266.6653022054578,1013,26133.199616134865,2010,5,7,1,3
2555,24,101.60505877975976,1057,2438.5214107142347,2011,7,26,6,3
9867,28,222.75217038753613,1010,6237.060770851012,2011,5,15,3,3
5187,22,490.2629341315602,1058,10785.784550894325,2011,3,14,6,3
8767,16,185.83656256167436,1023,2973.385000986789,2012,1,21,1,3
1036,13,478.5512001342818,1087,6221.165601745664,2011,7,7,2,3
2787,62,398.71365248948393,1031,24720.246454348005,2011,8,17,2,3
7283,43,221.6110575687057,1088,9529.275475454346,2012,6,10,2,3
9060,87,271.39364494683423,1045,23611.247110374577,2012,12,18,1,3
9065,78,304.11209956386546,1027,23720.743765981504,2012,12,14,0,3
4880,32,333.2172762804225,1015,10662.95284097352,2012,7,6,0,3
6932,67,39.27290909094473,1041,2631.284909093297,2012,9,22,5,3
9328,91,466.8604381556904,1015,42484.29987216783,2010,2,19,3,3
7333,83,298.9028568372321,1099,24808.937117490263,2012,5,10,6,3
6759,86,465.643460582306,1011,40045.33761007832,2011,3,17,5,3
7485,57,316.317337172894,1075,18030.08821885496,2011,12,19,4,3
6067,65,216.0767290158658,1061,14044.987386031276,2010,2,20,1,3
1661,69,283.89707775662976,1033,19588.898365207453,2012,3,17,0,3
8973,49,414.9221337461023,1037,20331.18455355901,2011,4,14,3,3
7386,33,163.7367898943852,1083,5403.314066514711,2011,2,7,4,3
8887,19,478.27356848088345,1046,9087.197801136786,2012,2,19,3,3
1414,36,233.51164370506245,1078,8406.419173382248,2010,8,24,3,3
7850,70,478.1622640465958,1021,33471.358483261705,2012,3,7,5,3
9534,15,440.4975507568882,1079,6607.463261353324,2012,3,12,5,3
3729,97,384.06331625149033,1087,37254.14167639456,2012,4,6,4,3
4897,24,234.25146191916585,1002,5622.03508605998,2012,11,8,6,3
3169,27,293.8856270128457,1000,7934.911929346834,2012,5,9,2,3
2878,49,419.1766767678025,1052,20539.657161622323,2010,3,18,0,3
7454,75,272.4838451304856,1063,20436.288384786418,2011,6,10,6,3
5570,23,369.3565986927071,1043,8495.201769932262,2012,10,25,0,3
2515,33,395.53886645237486,1046,13052.78259292837,2011,3,26,4,3
1574,41,257.03452758867365,1037,10538.41563113562,2011,8,21,0,3
3867,56,268.5875116584807,1062,15040.90065287492,2012,4,16,1,3
4544,29,99.71952389371933,1080,2891.86619291786,2011,5,17,1,3
5477,31,123.124849675835,1040,3816.870339950885,2012,3,1,1,3
1071,65,452.5666484139117,1020,29416.83214690426,2012,5,7,4,3
3980,98,420.3244767189957,1044,41191.79871846158,2012,11,22,5,3
6492,18,6.051156711516892,1012,108.92082080730408,2010,7,26,3,3
5759,82,434.8244054080431,1065,35655.60124345953,2012,3,9,3,3
9084,6,13.592207907814243,1065,81.55324744688546,2012,3,12,2,3
1039,52,229.6819210682218,1042,11943.459895547534,2011,1,1,2,3
6373,40,34.64893032934044,1061,1385.9572131736174,2010,2,26,1,3
8565,65,484.4427460901273,1088,31488.778495858274,2011,4,10,1,3
2900,42,486.1873086463039,1091,20419.866963144763,2011,12,10,4,3
3217,94,305.824600041342,1047,28747.512403886143,2012,9,10,1,3
